OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2382645,04092015704,#1 CHINA WOK,942 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 570-1688,2010/08/30 04:00:00+00,Restaurant,770,-78.4951784,35.96732914,M
2382646,04092025265,Mama Crow's,500 E Davie  ST ,STE 116,RALEIGH,NC,27601,,2019/06/18 04:00:00+00,Food Stand,774,-78.63206132,35.77487463,M
2382647,04092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,STE 126,RALEIGH,NC,27612-2650,(919) 783-7555,2013/04/04 04:00:00+00,Restaurant,787,-78.70313649,35.85876954,M
2382648,04092025272,Harris Teeter #496 Meat/Seafood,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 04:00:00+00,Food Stand,793,-78.82197044,35.74562503,M
2382649,04092015443,MoonRunners Saloon,1506 US 70 HWY W ,,GARNER,NC,27529,(919) 662-5119,2009/08/12 04:00:00+00,Restaurant,795,-78.64623771,35.72377782,M
2382650,04092016808,Harris Teeter #257 Starbucks,2080 Kildaire Farm RD ,,CARY,NC,27518,(919) 233-9483,2014/11/10 05:00:00+00,Restaurant,810,-78.78068669,35.73567522,M
2382651,04092018496,Chick-fil-A #868,4621 Capital  BLVD ,,RALEIGH,NC,27604,(919) 850-2175,2020/11/13 05:00:00+00,Restaurant,814,-78.58118683,35.84746002,M
2382652,04092021961,PUBLIX #1520 MEAT/SEAFOOD,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,835,-78.79652253,35.70711378,M
2382653,04092016595,SMITHFIELD'S CHICKEN'N BAR-B-Q,7911 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-9151,2014/01/03 05:00:00+00,Restaurant,836,-78.69699987,35.66636356,M
2382654,04092018627,Kazu Hibachi,8111 Creedmioor  RD ,Suite 149,RALEIGH,NC,27613,(919) 977-8999,2021/05/11 04:00:00+00,Restaurant,841,-78.68248786,35.89850336,M
2382655,04092030555,Tacos El Calentano (WCID #850),10125 DIVISION DR,,RALEIGH,NC,56642-7603,(984) 297-3718,2021/11/24 05:00:00+00,Mobile Food Units,845,-78.7114342,35.63398295,M
2382656,04092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,,CARY,NC,27513,(919) 380-7891,2009/11/24 05:00:00+00,Restaurant,852,-78.82085718,35.76363975,M
2382657,04092017898,Zebulon Country Club,2424 Pearces RD ,,ZEBULON,NC,27597,(919) 269-8311,2018/08/09 04:00:00+00,Restaurant,863,-78.30935806,35.89131767,M
2382658,04092021891,FOOD LION #669 PRODUCE,405 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 554-4018,2015/10/14 04:00:00+00,Food Stand,868,-78.46472721,35.91731538,T
2382659,04092021892,FOOD LION #815 PRODUCE,2837 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-3002,2015/10/21 04:00:00+00,Food Stand,869,-78.38037181,35.79568777,M
2382660,04092021893,FOOD LION #1654 PRODUCE,7440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 875-1394,2015/10/21 04:00:00+00,Food Stand,871,-78.53977,35.87454018,M
2382661,04092021710,FIRE WOK,442 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 821-8089,2012/06/08 04:00:00+00,Food Stand,872,-78.63936414,35.77440995,M
2382662,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,888,-78.79652253,35.70711378,M
2382663,04092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4112,2010/04/23 04:00:00+00,Restaurant,891,-78.47367546,35.80004488,M
2382664,04092016118,TENKO JAPAN,6325 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 876-4545,2012/03/01 05:00:00+00,Restaurant,904,-78.62251606,35.86922851,M
2382665,04092018513,Another Broken Egg,1211 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 465-1079,2020/12/29 05:00:00+00,Restaurant,912,-78.81476739,35.80801706,M
2382666,04092021477,Lowes Foods #226 Deli,"8440 Louisburg Road, Suite 110",,RALEIGH,NC,27616,(919) 266-1031,2007/09/14 04:00:00+00,Food Stand,917,-78.50930992,35.89359383,M
2382667,04092018754,The Garden Grill & Bar,1500 RDU Center DR ,,MORRISVILLE,NC,27560-8278,(919) 848-8088,2021/12/13 05:00:00+00,Restaurant,919,-78.79604442,35.85106603,M
2382668,04092021894,FOOD LION #2534 PRODUCE,13200 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 562-8912,2015/10/21 04:00:00+00,Food Stand,921,-78.55981965,35.9407555,M
2382669,04092017669,FIRST CHINA RESTAURANT,6452 TRYON  RD ,,CARY,NC,27518,(919) 852-5857,2017/08/25 04:00:00+00,Restaurant,924,-78.7615544,35.74559939,M
2382670,04092021899,FOOD LION #193 PRODUCE,5633 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 781-0597,2015/10/22 04:00:00+00,Food Stand,926,-78.68200551,35.85879117,M
2382671,04092021901,FOOD LION #723 PRODUCE,7053 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 266-5164,2015/10/27 04:00:00+00,Food Stand,927,-78.4900383,35.7998273,M
2382672,04092017041,FIREHOUSE SUBS #1138,4111 ED DR ,,RALEIGH,NC,27612,(919) 783-7102,2015/09/22 04:00:00+00,Restaurant,934,-78.70458274,35.82558522,M
2382673,04092030521,Abbey on the Road (WCID #812),1195 W CHATHAM ST,,CARY,NC,27513-5257,(919) 481-4434,2021/02/11 05:00:00+00,Mobile Food Units,935,-78.80690314,35.77079471,M
2382674,40902018773,O.M.Tea,3901 CAPITAL BLVD ,157,RALEIGH,NC,27604-6072,(984) 200-1905,2022/01/10 05:00:00+00,Restaurant,937,-78.58517624,35.83498992,M
2382675,04092017798,SKY ZONE,2101  Westinghouse Blvd.,SUITE 111,RALEIGH,NC,27604,(919) 948-4450,2018/03/02 05:00:00+00,Restaurant,938,-78.59593599,35.80806334,M
2382676,04092017686,THE PICKLED ONION,10750 WAKEFIELD COMMONS DR ,SUITE 107,RALEIGH,NC,27614,(919) 848-4161,2017/09/29 04:00:00+00,Restaurant,941,-78.54123068,35.94195641,M
2382677,04092018648,Five Guys #2,4120   Main at North Hills ST ,Ste 155,RALEIGH,NC,27609,(919) 787-7772,2021/06/07 04:00:00+00,Restaurant,947,-78.64322734,35.83718022,M
2382678,04092025193,Cow Bar @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(702) 544-9413,2018/07/28 04:00:00+00,Food Stand,949,-78.6456917,35.77945516,M
2382679,04092014720,Chili's Grill and Bar #1183,6605 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0167,2006/10/27 04:00:00+00,Restaurant,952,-78.50846405,35.79679257,M
2382680,04092021411,Costco Wholesale #645 Rotiserrie/Deli,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 04:00:00+00,Food Stand,957,-78.62231539,35.81825512,M
2382681,04092016679,BITTERSWEET,16 E MARTIN ST ,,RALEIGH,NC,27601,(919) 977-3829,2014/04/23 04:00:00+00,Restaurant,958,-78.63876916,35.77658573,M
2382682,04092015891,AVIATOR SMOKEHOUSE,525 Broad  ST ,,FUQUAY VARINA ,NC,27526,(919) 567-2337,2011/02/18 05:00:00+00,Restaurant,914,-78.79375457,35.59301324,M
2382683,04092021744,LITTLE TOKYO,5959 TRIANGLE TOWN BLVD ,FC 1132,RALEIGH,NC,27616,(919) 792-0111,2013/05/28 04:00:00+00,Food Stand,960,-78.57603863,35.86599856,M
2382684,04092014769,Umstead Hotel & Spa Food Service,100 Woodland Pond ,,CARY,NC,27513,(919) 447-4000,2007/01/12 05:00:00+00,Restaurant,930,-78.76554053,35.82938634,M
2382685,04092018503,Pita Bowl,9101 LEESVILLE  RD ,STE 141,RALEIGH,NC,27613,(919) 848-1211,2020/12/15 05:00:00+00,Restaurant,981,-78.72548207,35.8967595,M
2382686,04092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3373,2015/09/30 04:00:00+00,Restaurant,986,-78.70209872,35.85487832,M
2382687,04092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015/10/07 04:00:00+00,Restaurant,988,-78.84918533,35.82217686,M
2382688,04092014956,Hardee's #1206,5601 Creedmoor RD ,,RALEIGH,NC,27612,(919) 781-4332,2007/09/14 04:00:00+00,Restaurant,991,-78.68107712,35.8581419,M
2382689,04092016675,CLYDE COOPER'S BARBECUE,327 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 832-7614,2014/04/15 04:00:00+00,Restaurant,1009,-78.63784658,35.77659846,M
2382690,04092014980,Daly Cafe and Pub at Holiday Inn,930 Airport BLVD ,,MORRISVILLE,NC,27560,(919) 465-1910 ext. 101,2007/10/17 04:00:00+00,Restaurant,1012,-78.82187343,35.85659177,M
2382691,04092025334,Mat-Jib,1961 HIGH HOUSE RD,,CARY,NC,27519,(919) 969-3614,2020/12/16 05:00:00+00,Food Stand,1020,-78.84865444,35.78921622,M
2382692,04092014651,Inchin's Bamboo Garden,3532 Davis DR,,MORRISVILLE,NC,27560,(919) 457-6705,2006/07/19 04:00:00+00,Restaurant,1038,-78.84576194,35.81812076,M
2382693,04092030426,DeMario's Smokin' Fry Masters (WCID #629),1155 TIMBER DR E,,GARNER,NC,27529-6916,(919) 605-5591,2019/07/02 04:00:00+00,Mobile Food Units,1042,-78.57703897,35.68905989,T
2382694,04092018671,Burger King #11244,2791 NC 55 HWY ,,CARY,NC,27511,(919) 387-0071,2021/07/02 04:00:00+00,Restaurant,1045,-78.87169627,35.78608086,M
2382695,04092014480,Pruitt Health - Raleigh Dining,2420 Lake Wheeler RD,,RALEIGH,NC,27603,(919) 755-0226,2006/01/10 05:00:00+00,Restaurant,1052,-78.67644314,35.74808355,M
2382696,04092018250,Pizza Hut #036586,3691 New Bern AVE ,,RALEIGH,NC,27610,(919) 900-8096,2019/12/03 05:00:00+00,Restaurant,1053,-78.57923704,35.79885313,M
2382697,04092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,1116,RALEIGH,NC,27616,(919) 449-0807,2019/06/12 04:00:00+00,Restaurant,1054,-78.57603863,35.86599856,M
2382698,04092018427,El Mandado Supermarket & Taqueria,2950 E MILLBROOK RD,,RALEIGH,NC,27604,(919) 878-1800,2020/08/30 04:00:00+00,Restaurant,1066,-78.58256656,35.84852909,M
2382699,04092021574,WALMART SUPERCENTER #4250 DELI,1001 SHILOH GLENN  DR ,,MORRISVILLE,NC,27560,(919) 474-2285,2009/06/16 04:00:00+00,Food Stand,1075,-78.84693338,35.86659083,M
2382700,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 05:00:00+00,Restaurant,1086,-78.8436742,35.66711942,M
2382701,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006/04/24 04:00:00+00,Restaurant,1118,-78.58107016,35.83615994,M
2382702,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016/12/08 05:00:00+00,Restaurant,1128,-78.66025735,35.7899673,M
2382703,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 04:00:00+00,Restaurant,1130,-78.49336017,35.79721176,M
2382704,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020/08/26 04:00:00+00,Meat Market,1131,-78.64490127,35.78789475,M
2382705,04092018501,Standard Beer and Food,205 E FRANKLIN ST,,RALEIGH,NC,27604,(919) 322-1499,2020/12/14 05:00:00+00,Restaurant,1132,-78.63482408,35.79035401,M
2382706,04092018293,Meeples Brew,9545 CHAPEL HILL RD,,MORRISVILLE,NC,27560,(919) 377-0027,2020/01/06 05:00:00+00,Restaurant,1159,-78.81120699,35.8045716,M
2382707,04092014551,KFC#J120119,3408 Poole RD,,RALEIGH,NC,27610,(919) 212-2504,2006/04/24 04:00:00+00,Restaurant,1162,-78.57981204,35.76819436,M
2382708,04092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-9900,2015/10/22 04:00:00+00,Restaurant,1167,-78.66354224,35.78687212,M
2382709,04092021725,MCDONALDS #10267,4325-2051 GLENWOOD AVE ,,RALEIGH,NC,27624,(919) 782-8240,2012/11/19 05:00:00+00,Food Stand,983,-78.67658819,35.8395892,M
2382710,04092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 851-7777,2019/12/03 05:00:00+00,Restaurant,1172,-78.78068669,35.73567522,M
2382711,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 04:00:00+00,Restaurant,1176,-78.84948074,35.66266499,M
2382712,04092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(984) 235-1537,2015/10/08 04:00:00+00,Restaurant,989,-78.53454582,35.98680854,M
2382713,04092017043,BALI-HAI,1571 US 70 HWY W ,,GARNER,NC,27529,(984) 200-5100,2015/09/26 04:00:00+00,Restaurant,1193,-78.64815188,35.72323377,M
2382714,04092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,,RALEIGH,NC,27612,(984) 202-5627,2015/10/09 04:00:00+00,Restaurant,1021,-78.70556784,35.82545067,M
2382715,04092017925,Dominos #8849,708 Slash Pine DR ,,CARY,NC,27519,(919) 439-5859,2018/08/07 04:00:00+00,Restaurant,1213,-78.90892711,35.83075427,M
2382716,04092021447,Hungry Howie's Pizza,1814-106 Oberlin RD ,,RALEIGH,NC,27608,(919) 789-0001,2007/05/04 04:00:00+00,Food Stand,1069,-78.65535064,35.80875663,M
2382717,04092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 362-6369,2007/04/05 04:00:00+00,Restaurant,1214,-78.87317907,35.74519929,M
2382718,04092021426,Speedway #6959,2808 US 70 HWY E ,,CLAYTON,NC,27520-9321,(919) 553-3535,2006/12/21 05:00:00+00,Food Stand,1236,-78.52023463,35.67517694,M
2382719,04092016950,JUICEKEYS,5011-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 980-5443,2015/06/11 04:00:00+00,Restaurant,1087,-78.61476945,35.84934215,M
2382720,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006/12/22 05:00:00+00,Restaurant,1244,-78.85811603,35.8356265,M
2382721,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 05:00:00+00,Restaurant,1253,-78.59615202,35.81727946,M
2382722,04092014599,Poppy Seed Market,8801-107 Lead Mine RD ,,RALEIGH,NC,27615,(919) 870-4997,2006/05/31 04:00:00+00,Restaurant,1093,-78.65799167,35.90484309,M
2382723,04092300294,Lagos Supermarket & Meat Market,5440 ATLANTIC SPRINGS RD,Suite 114,RALEIGH,NC,27616-1855,(919) 797-2734,2021/06/24 04:00:00+00,Meat Market,1263,-78.59728002,35.85669225,M
2382724,04092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013/05/31 04:00:00+00,Restaurant,1269,-78.692995,35.81676997,M
2382725,04092017054,METLIFE 1 JUICE BAR,101 METLIFE WAY ,,CARY,NC,27513,(919) 907-5617,2015/10/13 04:00:00+00,Restaurant,1276,-78.79975563,35.83005175,M
2382726,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020/03/05 05:00:00+00,Mobile Food Units,1279,-78.45915347,35.92340109,M
2382727,04092016148,Taipei Authentic Chinese Cuisine,121 E Chatham ST ,,CARY,NC,27511,(919) 388-5885,2012/04/18 04:00:00+00,Restaurant,1295,-78.78052303,35.78769406,M
2382728,04092021403,Harris Teeter #283 Produce ,8101 Fayetteville  RD ,,FUQUAY VARINA ,NC,27603,(919) 772-0241,2006/08/16 04:00:00+00,Food Stand,1163,-78.70123204,35.66365888,M
2382729,04092021418,Los Cuates Mexican Food,3505 Capital BLVD ,,RALEIGH,NC,27609,(919) 954-1215,2006/12/22 05:00:00+00,Food Stand,1298,-78.58692952,35.82783582,M
2382730,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 04:00:00+00,Restaurant,1299,-78.81924125,35.85853428,M
2382731,04092016267,China King,313 Crossroads BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 04:00:00+00,Restaurant,1314,-78.73871452,35.76064286,M
2382732,04092030561,Hollywood Taco Shop (WCID #857),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 434-4483,2022/02/17 05:00:00+00,Mobile Food Units,1186,-78.64171063,35.75324624,M
2382733,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007/04/05 04:00:00+00,Restaurant,1328,-78.60608423,35.85065239,M
2382734,04092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,STE 2,RALEIGH,NC,27615,(919) 845-6700,2013/01/24 05:00:00+00,Restaurant,1346,-78.64526778,35.88157372,M
2382735,04092110544,York Elementary School Cafeteria,5201 BROOKHAVEN DR,,RALEIGH,NC,27612,(919) 881-4960 ext. 26283,2021/12/01 05:00:00+00,Public School Lunchrooms,1349,-78.68439352,35.85225167,M
2382736,04092018095,Walking Crab,1549 US 70 W ,,GARNER,NC,27529,(919) 977-3515,2019/05/01 04:00:00+00,Restaurant,1191,-78.64729883,35.72372411,M
2382737,04092014948,Hardee's #1189,100 Vandora Springs RD ,,GARNER,NC,27529,(919) 772-7209,2007/09/12 04:00:00+00,Restaurant,1355,-78.62108066,35.71260367,M
2382738,04092015548,Rudinos's Pizza & Grinders Sports Corner,3101-101 EDWARDS MILL RD ,,RALEIGH,NC,27612,(919) 786-4235,2009/12/30 05:00:00+00,Restaurant,1203,-78.70695216,35.82399087,M
2382739,04092017052,NOODLES & COMPANY #866,1055 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 362-9153,2015/10/09 04:00:00+00,Restaurant,1357,-78.87238568,35.74374477,M
2382740,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,WAKE FOREST,NC,27587,(919) 554-9608,2018/07/20 04:00:00+00,Restaurant,1240,-78.52993342,35.99015656,M
2382741,04092160084,The Cardinal at North Hills Institutional Food Service,311 Garden at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/05/05 04:00:00+00,Institutional Food Service,1361,-78.63539181,35.83593253,M
2382742,04092018330,Wonderland Tapas and Cocktails,222-103 Glenwood AVE ,,RALEIGH,NC,27603,(919) 615-2621,2020/03/02 05:00:00+00,Restaurant,1388,-78.64733509,35.78392897,M
2382743,04092018075,Amalia's Authentic Italian Restaurant,1248 S Main ST ,,WAKE FOREST,NC,27587,(984) 237-0002,2019/03/20 04:00:00+00,Restaurant,1397,-78.51860143,35.9622155,M
2382744,04092018320,Mecca Market,3913 Western BLVD ,,RALEIGH,NC,27606,(919) 613-1286,2020/02/07 05:00:00+00,Restaurant,1399,-78.69106881,35.78402232,M
2382745,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 04:00:00+00,Restaurant,1436,-78.60179762,35.81684953,M
2382746,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 04:00:00+00,Meat Market,1408,-78.6070629,35.8395659,M
2382747,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006/07/05 04:00:00+00,Restaurant,1439,-78.85027134,35.79062803,M
2382748,04092018673,Burger King #4521,2241 AVENT FERRY RD ,,RALEIGH,NC,27606-2133,(919) 829-1908,2021/07/01 04:00:00+00,Restaurant,1443,-78.67605091,35.77835817,M
2382749,04092016571,CHINA BEST,632  HOLLY SPRINGS RD ,,HOLLY SPRINGS,NC,27540,(919) 577-0888,2013/11/27 05:00:00+00,Restaurant,1447,-78.82480349,35.65381034,M
2382750,04092021475,Lowes Foods #226 Produce,8440 louisburg rd ,,RALEIGH,NC,27616,(919) 866-1031,2007/09/14 04:00:00+00,Food Stand,1454,-78.50930992,35.89359383,M
2382751,04092014947,Hardee's #1207,5639 Hillsborough ST ,,RALEIGH,NC,27606,(919) 859-0607,2007/09/11 04:00:00+00,Restaurant,1458,-78.72266449,35.785856,M
2382752,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990 ext. 25404,2009/04/24 04:00:00+00,Public School Lunchrooms,1464,-78.42971564,35.76143338,M
2382753,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014/02/28 05:00:00+00,Restaurant,1469,-78.76145615,35.59674702,M
2382754,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 04:00:00+00,Institutional Food Service,1462,-78.81178965,35.57791895,T
2382755,04092030572,Beefy Buns 2 (WCID #677),2201 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 638-1572,2022/03/24 04:00:00+00,Mobile Food Units,1470,-78.63902655,35.752054,M
2382756,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013/08/05 04:00:00+00,Restaurant,1471,-78.70563279,35.80134843,M
2382757,04092018692,42 Lawrence,134 E MARTIN ST ,,RALEIGH,NC,27601,(813) 846-7248,2021/08/11 04:00:00+00,Restaurant,1477,-78.63713929,35.77657388,M
2382758,04092018329,Golden Corral - Capital Blvd #942,3424 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-0500,2020/03/02 05:00:00+00,Restaurant,1478,-78.58441249,35.82680494,M
2382759,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013/08/20 04:00:00+00,Restaurant,1480,-78.63997557,35.77359698,M
2382760,04092025370,Breakfast Munchies @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610-1382,(919) 535-9994,2021/07/07 04:00:00+00,Food Stand,1482,-78.56954783,35.79505367,M
2382761,04092017480,BREW N QUE,2045 CREEKSIDE LANDING DR ,,APEX,NC,27502,(919) 924-9295,2016/11/23 05:00:00+00,Restaurant,1484,-78.88665848,35.74514179,M
2382762,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007/08/08 04:00:00+00,Restaurant,1492,-78.54383057,35.96466469,M
2382763,04092017606,FAIRFIELD INN & SUTIES RALEIGH CARY,1120 LEDSOME LN ,,CARY,NC,27511,(919) 301-8467,2017/05/01 04:00:00+00,Restaurant,1504,-78.7485481,35.76241134,M
2382764,04092018742,Tropical Smoothie Cafe,3101 EDWARDS MILL RD,Suite 107,RALEIGH,NC,27612-5303,(984) 200-5301,2021/11/23 05:00:00+00,Restaurant,1506,-78.70695572,35.82544379,M
2382765,04092017060,DQ GRILL & CHILL #24227,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3809,2015/10/16 04:00:00+00,Restaurant,1509,-78.81900772,35.72167933,M
2382766,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017/05/16 04:00:00+00,Food Stand,1514,-78.90107787,35.82060358,M
2382767,04092110461,Panther Creek High Sch. Cafeteria ,6770 McCrimmon PKwY ,,CARY ,NC,27513,(919) 463-8656 ext. 25213,2006/08/21 04:00:00+00,Public School Lunchrooms,1515,-78.88879092,35.83017886,M
2382768,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013/10/03 04:00:00+00,Restaurant,1518,-78.67772717,35.84277285,M
2382769,04092017476,G-58 CUISINE,10958 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 466-8858,2016/12/15 05:00:00+00,Restaurant,1529,-78.84206352,35.85633777,M
2382770,04092021609,HAWKSNEST GRILL,201 SOCCER PARK  DR ,,CARY,NC,27513,(919) 452-8931,2010/03/19 04:00:00+00,Food Stand,1531,-78.75430206,35.78579776,M
2382771,04092018076,Jersey Mike's #3005,957 High House RD ,,CARY,NC,27513,(919) 461-0660,2019/03/20 04:00:00+00,Restaurant,1532,-78.82820605,35.78725248,M
2382772,04092016930,HYATT HOUSE H BAR,160 PARK AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 363-0771,2015/05/22 04:00:00+00,Restaurant,1550,-78.63811885,35.83636262,M
2382773,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 792-0127,2006/05/18 04:00:00+00,Restaurant,1551,-78.54750981,35.79264454,M
2382774,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 04:00:00+00,Restaurant,1554,-78.69054542,35.79443916,M
2382775,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010/10/18 04:00:00+00,Restaurant,1559,-78.72815151,35.80750324,M
2382776,04092018387,Dunkin #358642,1500 DUNN RD,,RALEIGH,NC,27614,,2020/06/23 04:00:00+00,Restaurant,1570,-78.58619433,35.92539994,M
2382777,04092016952,MILANO PIZZA,186 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-4488,2015/06/12 04:00:00+00,Restaurant,1575,-78.31858381,35.83228812,M
2382778,04092018132,Burger Fi,2001 WALNUT ST,101,CARY,NC,27518-9205,(919) 900-8959,2019/07/08 04:00:00+00,Restaurant,1581,-78.74142861,35.75880896,M
2382779,04092030533,The Depot Caboose #1 (WCID #822),608 N FIRST AVE,,KNIGHTDALE,NC,27545-8506,(919) 523-2420,2021/04/16 04:00:00+00,Mobile Food Units,1585,-78.47662303,35.79328553,M
2382780,04092040389,Danny's Old Fashioned Hotdogs (WCID #832),225 N BLOODWORTH ST,,RALEIGH,NC,27601-1105,(919) 356-7764,2021/06/01 04:00:00+00,Pushcarts,1589,-78.63331201,35.78351455,M
2382781,04092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,,CARY,NC,27511,(919) 469-4245,2007/05/22 04:00:00+00,Restaurant,1592,-78.7642317,35.78997989,M
